,库位,,,,,,,分区,仓库,
2501,X-01-07,38:34.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2501
2508,w-001-02,55:09.8,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0
2510,W-02-4,44:46.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0
2517,V-03-14,48:29.7,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0
2519,U-04-07,NULL,,,31,,,U区,展鹿主仓库,2519
2524,Y09-07,43:19.9,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0
2526,V-09-18,12:53.2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2526
2533,V-09-17,NULL,,,32,,,V区,展鹿主仓库,2533
2535,V-17-01,NULL,,,32,,,V区,展鹿主仓库,2535
2542,V-27-01,NULL,,,32,,,V区,展鹿主仓库,2542
2544,V-29-01,NULL,,,32,,,V区,展鹿主仓库,2544
2549,W14-14,56:00.2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0
2551,W-3-04,50:36.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0
2558,V-17-08,04:59.5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0
2560,V-20-07,48:15.1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0
2567,F1-7,46:48.4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2567
2569,F1-9,46:48.4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2569
2574,F1-14,46:48.5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2574
2576,F1-17F,46:48.5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2576
2583,F1-24,46:48.6,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2583
2585,F1-26,46:48.7,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2585
2592,F1-32,21:40.8,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2592
2594,F1-34,21:40.9,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2594
2599,F1-39,21:40.9,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2599
2601,F1-41,21:41.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2601
2608,F2-1,21:41.1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2608
2610,F2-7,21:41.2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2610
2617,W-1-5,50:28.6,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2617
2619,W-1-8,50:28.6,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2619
2624,W-1-15,50:28.7,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2624
2626,W-1-17,50:28.7,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2626
2628,W-2-18,50:28.7,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2628
2633,W-2-12,04:06.2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2633
2635,W-2-9,04:06.3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2635
2642,U-09-02,43:30.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2642
2644,Y-10-2,58:14.4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2644
2649,Y-10-7,58:14.4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2649
2651,Y-12-08,00:17.6,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2651
2653,Z-05-07,07:47.8,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2653
2658,Y-11-4,26:40.6,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2658
2660,Y-05-24,46:16.5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2660
2667,T-12-11,21:31.6,,,23,,,T区,展鹿赠品物料仓库,2667
2669,T-07-01,35:21.1,,,23,,,T区,展鹿赠品物料仓库,2669
2674,T-07-07,35:21.2,,,23,,,T区,展鹿赠品物料仓库,2674
2676,T-07-09,NULL,,,23,,,T区,展鹿赠品物料仓库,2676
2678,W--04-06,51:55.1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2678
2683,L-01-02,NULL,,,34,,,L区,展鹿临期品仓库,0
2685,L-01-04,NULL,,,34,,,L区,展鹿临期品仓库,2685
2692,L-01-11,NULL,,,34,,,L区,展鹿临期品仓库,2692
2694,L-01-13,NULL,,,34,,,L区,展鹿临期品仓库,0
2701,L-06-12,16:47.4,,,34,,,L区,展鹿临期品仓库,2701
2703,W-5-08,23:31.7,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2703
2708,F-01--41,42:35.8,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2708
2710,U-02-07,46:07.6,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2710
2719,Z-30-030,09:24.7,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2719
2726,X-05-08,21:27.8,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2726
2728,W--06-13,16:44.5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2728
2733,-14,08:37.4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2733
2735,W-1-08,16:38.9,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2735
2742,F-10-04,52:25.2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2742
2744,F-1-41,05:44.5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2744
2751,T-06-08,43:18.8,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2751
2753,U--01-01,24:46.9,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2753
2758,W-4-01,23:00.2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2758
2760,Y-01-16,46:49.3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2760
2767,W*02-05,22:33.7,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2767
2769,U-08-4,45:25.9,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2769
2776,Y-15-16,02:37.8,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2776
2778,W-19-01,03:44.5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2778
2783,X-04-08,07:15.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2783
2785,X-02-30,12:05.7,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2785
2792,Z-30-03,17:42.9,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2792
2794,X-20-01,48:58.2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2794
2801,Z-12-01,08:04.5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2801
2803,Y-6-05,45:33.8,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2803
2808,Y14-01,52:41.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2808
2810,W-4-09,14:10.4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2810
2817,Y--15-04,11:36.8,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2817
2819,V-20-02,NULL,,,NULL,,,NULL,NULL,2819
2826,V-22-02,NULL,,,NULL,,,NULL,NULL,2826
2828,V-22-04,NULL,,,NULL,,,NULL,NULL,2828
1457,X-15-06,02:16.5,NULL,NULL,29,NULL,NULL,X区,展鹿主仓库,1457
1464,X-11-05,02:16.6,NULL,NULL,29,NULL,NULL,X区,展鹿主仓库,1464
1466,Y-03-02,14:12.9,NULL,NULL,30,NULL,NULL,Y区,展鹿主仓库,1466
1471,X-16-07,15:41.8,NULL,NULL,29,NULL,NULL,X区,展鹿主仓库,1471
1473,X-10-01,15:41.8,NULL,NULL,29,NULL,NULL,X区,展鹿主仓库,1473
1480,X-10-08,15:41.9,NULL,NULL,29,NULL,NULL,X区,展鹿主仓库,1480
1482,X-14-06,15:42.0,NULL,NULL,29,NULL,NULL,X区,展鹿主仓库,1482
1489,Y=11-7,24:18.5,,,30,,,Y区,展鹿主仓库,0
1491,Y-11-08,24:18.6,,,30,,,Y区,展鹿主仓库,1491
1496,W-06-11,25:05.7,NULL,NULL,28,NULL,NULL,W区,展鹿主仓库,1496
1498,W-07-01,25:05.7,NULL,NULL,28,NULL,NULL,W区,展鹿主仓库,1498
1505,Y-07-01,28:03.4,NULL,NULL,30,NULL,NULL,Y区,展鹿主仓库,1505
1507,Y-07-03,28:03.4,NULL,NULL,30,NULL,NULL,Y区,展鹿主仓库,1507
1514,W-07-13,40:43.2,NULL,NULL,28,NULL,NULL,W区,展鹿主仓库,1514
1516,W-08-11,40:43.2,NULL,NULL,28,NULL,NULL,W区,展鹿主仓库,1516
1521,W-10-13,40:43.3,NULL,NULL,28,NULL,NULL,W区,展鹿主仓库,1521
1523,x-16-01,40:53.2,NULL,NULL,29,NULL,NULL,X区,展鹿主仓库,1523
1525,x-16-03,40:53.3,NULL,NULL,29,NULL,NULL,X区,展鹿主仓库,1525
1530,Y-07-07,47:05.4,NULL,NULL,30,NULL,NULL,Y区,展鹿主仓库,1530
1532,Y-10-01,47:05.4,NULL,NULL,30,NULL,NULL,Y区,展鹿主仓库,1532
1539,w-05-08,59:18.9,NULL,NULL,28,NULL,NULL,W区,展鹿主仓库,1539
1541,w-06-01,59:18.9,NULL,NULL,28,NULL,NULL,W区,展鹿主仓库,1541
1546,w-07-06,59:19.0,NULL,NULL,28,NULL,NULL,W区,展鹿主仓库,1546
1548,w-07-10,59:19.0,NULL,NULL,28,NULL,NULL,W区,展鹿主仓库,1548
1550,w-08-15,59:19.0,NULL,NULL,28,NULL,NULL,W区,展鹿主仓库,1550
1555,X-11-08,59:28.1,NULL,NULL,29,NULL,NULL,X区,展鹿主仓库,1555
1557,X-04-02,59:28.1,NULL,NULL,29,NULL,NULL,X区,展鹿主仓库,1557
1564,X-08-06,59:28.2,NULL,NULL,29,NULL,NULL,X区,展鹿主仓库,1564
1566,X-07-05,01:19.9,NULL,NULL,29,NULL,NULL,X区,展鹿主仓库,1566
1571,W-09-01,01:19.9,NULL,NULL,28,NULL,NULL,W区,展鹿主仓库,1571
1573,W-09-07,01:20.0,NULL,NULL,28,NULL,NULL,W区,展鹿主仓库,1573
1575,W-10-04,01:20.0,NULL,NULL,28,NULL,NULL,W区,展鹿主仓库,1575
1580,W-03-08,08:20.0,NULL,NULL,28,NULL,NULL,W区,展鹿主仓库,1580
1582,W-03-13,08:20.1,NULL,NULL,28,NULL,NULL,W区,展鹿主仓库,1582
1589,X-03-01,13:58.9,NULL,NULL,29,NULL,NULL,X区,展鹿主仓库,1589
1591,X-03-03,13:58.9,NULL,NULL,29,NULL,NULL,X区,展鹿主仓库,1591
1598,X-05-02,13:59.0,NULL,NULL,29,NULL,NULL,X区,展鹿主仓库,1598
1600,X-05-04,13:59.0,NULL,NULL,29,NULL,NULL,X区,展鹿主仓库,1600
1605,X-06-07,13:59.0,NULL,NULL,29,NULL,NULL,X区,展鹿主仓库,1605
1607,X-06-05,13:59.1,NULL,NULL,29,NULL,NULL,X区,展鹿主仓库,1607
1614,Z-01-01,17:33.1,NULL,NULL,27,NULL,NULL,Z区,展鹿主仓库,1614
1616,Z-01-03,17:33.1,NULL,NULL,27,NULL,NULL,Z区,展鹿主仓库,1616
1623,Z-02-05,17:33.2,NULL,NULL,27,NULL,NULL,Z区,展鹿主仓库,1623
1625,Z-02-07,17:33.2,NULL,NULL,27,NULL,NULL,Z区,展鹿主仓库,0
1630,Z-03-05,17:33.3,NULL,NULL,27,NULL,NULL,Z区,展鹿主仓库,0
1632,Z-04-02,17:33.3,NULL,NULL,27,NULL,NULL,Z区,展鹿主仓库,0
1639,w-02-03,33:17.8,NULL,NULL,28,NULL,NULL,W区,展鹿主仓库,1639
1641,w-02-09,33:17.8,NULL,NULL,28,NULL,NULL,W区,展鹿主仓库,1641
1648,W-04-18,29:07.7,NULL,NULL,28,NULL,NULL,W区,展鹿主仓库,1648
1650,W-04-12,29:07.7,NULL,NULL,28,NULL,NULL,W区,展鹿主仓库,1650
1655,W-06-04,29:07.8,NULL,NULL,28,NULL,NULL,W区,展鹿主仓库,1655
1657,W-08-12,29:19.9,NULL,NULL,28,NULL,NULL,W区,展鹿主仓库,1657
1664,W-10-11,29:20.0,NULL,NULL,28,NULL,NULL,W区,展鹿主仓库,1664
1666,W-12-15,29:20.0,NULL,NULL,28,NULL,NULL,W区,展鹿主仓库,1666
1673,x-13-03,35:28.0,NULL,NULL,29,NULL,NULL,X区,展鹿主仓库,1673
1675,x-13-05,35:28.0,NULL,NULL,29,NULL,NULL,X区,展鹿主仓库,1675
1680,x-02-05,35:28.1,NULL,NULL,29,NULL,NULL,X区,展鹿主仓库,1680
1682,x-01-05,35:28.1,NULL,NULL,29,NULL,NULL,X区,展鹿主仓库,1682
1689,w-15-06,35:28.2,NULL,NULL,28,NULL,NULL,W区,展鹿主仓库,1689
1691,X-08-04,38:32.8,NULL,NULL,29,NULL,NULL,X区,展鹿主仓库,1691
1698,W-10-05,38:32.9,NULL,NULL,28,NULL,NULL,W区,展鹿主仓库,1698
1700,W-11-04,38:32.9,NULL,NULL,28,NULL,NULL,W区,展鹿主仓库,1700
1705,W-12-08,38:33.0,NULL,NULL,28,NULL,NULL,W区,展鹿主仓库,1705
1707,W-08-06,49:58.2,NULL,NULL,28,NULL,NULL,W区,展鹿主仓库,1707
1714,W-10-10,49:58.2,NULL,NULL,28,NULL,NULL,W区,展鹿主仓库,1714
1716,W-12-05,49:58.3,NULL,NULL,28,NULL,NULL,W区,展鹿主仓库,1716
1723,w-09-03,50:48.5,NULL,NULL,28,NULL,NULL,W区,展鹿主仓库,1723
1725,w-09-08,50:48.5,NULL,NULL,28,NULL,NULL,W区,展鹿主仓库,1725
1730,w-12-16,50:48.6,NULL,NULL,28,NULL,NULL,W区,展鹿主仓库,1730
1732,w-13-08,50:48.6,NULL,NULL,28,NULL,NULL,W区,展鹿主仓库,1732
1739,Z-05-05,52:27.8,NULL,NULL,27,NULL,NULL,Z区,展鹿主仓库,1739
1741,Z-06-06,52:27.8,NULL,NULL,27,NULL,NULL,Z区,展鹿主仓库,1741
1748,Z-07-06,52:27.9,NULL,NULL,27,NULL,NULL,Z区,展鹿主仓库,1748
1750,Z-08-06,52:27.9,NULL,NULL,27,NULL,NULL,Z区,展鹿主仓库,1750
1755,W-12-09,52:27.9,NULL,NULL,28,NULL,NULL,W区,展鹿主仓库,1755
1757,W-13-15,52:28.0,NULL,NULL,28,NULL,NULL,W区,展鹿主仓库,1757
1764,W-07-18,08:16.6,NULL,NULL,28,NULL,NULL,W区,展鹿主仓库,1764
1766,W-07-16,08:16.6,NULL,NULL,28,NULL,NULL,W区,展鹿主仓库,1766
1773,W-12-13,26:35.6,NULL,NULL,28,NULL,NULL,W区,展鹿主仓库,1773
1775,W-13-02,26:35.6,NULL,NULL,28,NULL,NULL,W区,展鹿主仓库,1775
1780,W-14-16,26:35.7,NULL,NULL,28,NULL,NULL,W区,展鹿主仓库,1780
1782,W-15-18,26:35.7,NULL,NULL,28,NULL,NULL,W区,展鹿主仓库,1782
1784,U-03-05,26:35.7,NULL,NULL,31,NULL,NULL,U区,展鹿主仓库,1784
1789,X-01-01,37:14.4,NULL,NULL,29,NULL,NULL,X区,展鹿主仓库,1789
1791,W-14-01,37:14.4,NULL,NULL,28,NULL,NULL,W区,展鹿主仓库,1791
1798,W-15-16,39:19.7,NULL,NULL,28,NULL,NULL,W区,展鹿主仓库,1798
1800,V-02-04,39:19.7,NULL,NULL,32,NULL,NULL,V区,展鹿主仓库,0
1805,V-01-06,39:19.9,NULL,NULL,32,NULL,NULL,V区,展鹿主仓库,0
1807,W-12-01,14:01.6,NULL,NULL,28,NULL,NULL,W区,展鹿主仓库,1807
1809,W-14-10,14:01.7,NULL,NULL,28,NULL,NULL,W区,展鹿主仓库,1809
1814,W-16-07,14:01.9,NULL,NULL,28,NULL,NULL,W区,展鹿主仓库,0
1816,W-16-09,14:01.9,NULL,NULL,28,NULL,NULL,W区,展鹿主仓库,1816
1823,W-13-12,34:39.8,NULL,NULL,28,NULL,NULL,W区,展鹿主仓库,1823
1825,Z-06-02,34:39.9,NULL,NULL,27,NULL,NULL,Z区,展鹿主仓库,1825
1832,W-13-05,37:26.2,NULL,NULL,28,NULL,NULL,W区,展鹿主仓库,1832
1834,W-14-11,37:26.3,NULL,NULL,28,NULL,NULL,W区,展鹿主仓库,1834
1839,X-14-01,37:26.5,NULL,NULL,29,NULL,NULL,X区,展鹿主仓库,1839
1841,W-09-14,50:53.5,NULL,NULL,28,NULL,NULL,W区,展鹿主仓库,1841
1848,W-14-09,50:53.7,NULL,NULL,28,NULL,NULL,W区,展鹿主仓库,1848
1850,U-11-04,26:05.0,NULL,NULL,31,NULL,NULL,U区,展鹿主仓库,0
1857,U-17-04,26:05.3,NULL,NULL,31,NULL,NULL,U区,展鹿主仓库,0
1859,U-17-06,26:05.3,NULL,NULL,31,NULL,NULL,U区,展鹿主仓库,0
1864,U-04-03,37:53.7,NULL,NULL,31,NULL,NULL,U区,展鹿主仓库,1864
1866,U-04-06,37:53.7,NULL,NULL,31,NULL,NULL,U区,展鹿主仓库,1866
1873,U-08-05,37:53.8,NULL,NULL,31,NULL,NULL,U区,展鹿主仓库,1873
1875,U-11-02,37:53.8,NULL,NULL,31,NULL,NULL,U区,展鹿主仓库,0
1882,U-10-06,51:31.5,NULL,NULL,31,NULL,NULL,U区,展鹿主仓库,1882
1884,U-14-01,51:31.6,NULL,NULL,31,NULL,NULL,U区,展鹿主仓库,1884
1889,U-14-06,51:31.7,NULL,NULL,31,NULL,NULL,U区,展鹿主仓库,0
1891,U-15-08,51:31.7,NULL,NULL,31,NULL,NULL,U区,展鹿主仓库,0
1898,U-13-01,51:36.8,NULL,NULL,31,NULL,NULL,U区,展鹿主仓库,1898
1900,U-13-03,51:36.9,NULL,NULL,31,NULL,NULL,U区,展鹿主仓库,0
1907,U-16-04,51:37.1,NULL,NULL,31,NULL,NULL,U区,展鹿主仓库,0
1909,Y-05-09,NULL,,,30,,,Y区,展鹿主仓库,1909
1914,V-19-04,00:27.1,NULL,NULL,32,NULL,NULL,V区,展鹿主仓库,1914
1916,U-15-05,07:59.5,NULL,NULL,31,NULL,NULL,U区,展鹿主仓库,1916
1923,U-03-01,11:38.3,NULL,NULL,31,NULL,NULL,U区,展鹿主仓库,1923
1925,U-03-02,11:38.3,,,31,,,U区,展鹿主仓库,1925
1932,U-12-07,11:38.5,NULL,NULL,31,NULL,NULL,U区,展鹿主仓库,0
1934,V-01-03,24:02.2,NULL,NULL,32,NULL,NULL,V区,展鹿主仓库,0
1939,V-03-03,24:02.3,NULL,NULL,32,NULL,NULL,V区,展鹿主仓库,0
1941,V-04-01,24:02.3,NULL,NULL,32,NULL,NULL,V区,展鹿主仓库,1941
1948,V-05-04,24:02.4,NULL,NULL,32,NULL,NULL,V区,展鹿主仓库,1948
1950,V-06-02,24:02.5,NULL,NULL,32,NULL,NULL,V区,展鹿主仓库,1950
1957,v-07-04,27:06.2,NULL,NULL,32,NULL,NULL,V区,展鹿主仓库,1957
1959,v-07-06,27:06.3,NULL,NULL,32,NULL,NULL,V区,展鹿主仓库,1959
1964,v-07-11,27:06.3,NULL,NULL,32,NULL,NULL,V区,展鹿主仓库,1964
1966,v-06-18,27:06.4,NULL,NULL,32,NULL,NULL,V区,展鹿主仓库,0
1973,v-06-11,27:06.5,NULL,NULL,32,NULL,NULL,V区,展鹿主仓库,0
1975,V-01-08,35:13.3,NULL,NULL,32,NULL,NULL,V区,展鹿主仓库,0
1982,V-04-06,35:13.4,NULL,NULL,32,NULL,NULL,V区,展鹿主仓库,0
1984,V-04-08,35:13.4,NULL,NULL,32,NULL,NULL,V区,展鹿主仓库,0
1989,V-05-09,35:13.5,NULL,NULL,32,NULL,NULL,V区,展鹿主仓库,0
1991,V-06-06,35:13.5,NULL,NULL,32,NULL,NULL,V区,展鹿主仓库,1991
1998,W-15-10,46:45.9,NULL,NULL,28,NULL,NULL,W区,展鹿主仓库,1998
2000,W-15-13,46:45.9,NULL,NULL,28,NULL,NULL,W区,展鹿主仓库,2000
2007,v-05-10,55:34.8,NULL,NULL,32,NULL,NULL,V区,展鹿主仓库,0
2009,v-05-12,55:34.8,NULL,NULL,32,NULL,NULL,V区,展鹿主仓库,0
2014,U-17-07,58:02.8,NULL,NULL,31,NULL,NULL,U区,展鹿主仓库,0
2016,V-18-05,58:02.9,NULL,NULL,32,NULL,NULL,V区,展鹿主仓库,0
2018,V-07-14,04:57.8,NULL,NULL,32,NULL,NULL,V区,展鹿主仓库,2018
2023,V-08-02,04:57.9,NULL,NULL,32,NULL,NULL,V区,展鹿主仓库,2023
2025,V-08-04,04:57.9,NULL,NULL,32,NULL,NULL,V区,展鹿主仓库,2025
2032,V-08-11,04:58.0,NULL,NULL,32,NULL,NULL,V区,展鹿主仓库,2032
2034,W-09-19,04:58.1,NULL,NULL,28,NULL,NULL,W区,展鹿主仓库,0
2039,u-16-08,22:39.3,NULL,NULL,31,NULL,NULL,U区,展鹿主仓库,0
2041,v-18-06,22:39.3,NULL,NULL,32,NULL,NULL,V区,展鹿主仓库,0
2043,Y-15-04,22:39.4,,,30,,,Y区,展鹿主仓库,2043
2048,W-08-17,23:05.2,NULL,NULL,28,NULL,NULL,W区,展鹿主仓库,2048
2050,Y-10-07,17:45.4,NULL,NULL,30,NULL,NULL,Y区,展鹿主仓库,2050
2057,T-02-04,18:21.4,,,23,,,T区,展鹿赠品物料仓库,2057
2059,T-04-04,18:21.4,,,23,,,T区,展鹿赠品物料仓库,2059
2064,Z-09-04,NULL,,,27,,,Z区,展鹿主仓库,0
2066,Z-09-06,NULL,,,27,,,Z区,展鹿主仓库,0
2068,Z-10-01,NULL,,,27,,,Z区,展鹿主仓库,2068
2073,Z-10-06,NULL,,,27,,,Z区,展鹿主仓库,0
2075,W-16-11,NULL,,,28,,,W区,展鹿主仓库,2075
2082,W-14-15,10:10.4,NULL,NULL,28,NULL,NULL,W区,展鹿主仓库,2082
2084,Y-05-14,13:54.5,NULL,NULL,30,NULL,NULL,Y区,展鹿主仓库,0
2091,Y-15-03,26:43.5,NULL,NULL,30,NULL,NULL,Y区,展鹿主仓库,2091
2093,S-01-01,NULL,,,26,,,S区,展鹿包场破损仓库,2093
2098,Z-05-01,NULL,,,27,,,Z区,展鹿主仓库,2098
2100,U-06-06,07:20.6,NULL,NULL,31,NULL,NULL,U区,展鹿主仓库,2100
2107,X-14-02,56:20.4,NULL,NULL,29,NULL,NULL,X区,展鹿主仓库,2107
2109,V-08-17,54:46.5,NULL,NULL,32,NULL,NULL,V区,展鹿主仓库,2109
2116,W-16-08,56:00.9,NULL,NULL,28,NULL,NULL,W区,展鹿主仓库,2116
2118,U-03-15,44:44.0,NULL,NULL,31,NULL,NULL,U区,展鹿主仓库,0
2123,V-16-01,09:25.4,NULL,NULL,32,NULL,NULL,V区,展鹿主仓库,2123
2125,F-02-04,17:59.0,NULL,NULL,20,NULL,NULL,F区,展鹿主仓库,2125
2132,V7-18,37:13.3,NULL,NULL,32,NULL,NULL,V区,展鹿主仓库,0
2134,V-10-03,37:13.4,NULL,NULL,32,NULL,NULL,V区,展鹿主仓库,0
2141,X-15-05,59:52.0,NULL,NULL,29,NULL,NULL,X区,展鹿主仓库,2141
2143,Y-15-01,19:13.4,NULL,NULL,30,NULL,NULL,Y区,展鹿主仓库,2143
2148,Y-02-09,NULL,,,30,,,Y区,展鹿主仓库,2148
2150,Y-04-10,NULL,,,30,,,Y区,展鹿主仓库,0
2157,F*-01-04,48:49.0,NULL,NULL,20,NULL,NULL,F区,展鹿主仓库,0
2159,U-04-02,08:04.6,NULL,NULL,31,NULL,NULL,U区,展鹿主仓库,2159
2166,Y-15-07,NULL,,,30,,,Y区,展鹿主仓库,2166
2168,Y-15-09,NULL,,,30,,,Y区,展鹿主仓库,2168
2173,Y-16-07,NULL,,,30,,,Y区,展鹿主仓库,2173
2175,Y-16-09,NULL,,,30,,,Y区,展鹿主仓库,0
2182,Y-17-07,NULL,,,30,,,Y区,展鹿主仓库,2182
2184,Y-17-09,NULL,,,30,,,Y区,展鹿主仓库,0
2191,Y-18-03,14:09.8,NULL,NULL,30,NULL,NULL,Y区,展鹿主仓库,0
2193,Y-18-02,14:09.8,NULL,NULL,30,NULL,NULL,Y区,展鹿主仓库,0
2198,V-07-19,14:59.0,NULL,NULL,32,NULL,NULL,V区,展鹿主仓库,0
2200,T-01-06,NULL,,,23,,,T区,展鹿赠品物料仓库,2200
2207,T-04-02,NULL,,,23,,,T区,展鹿赠品物料仓库,2207
2209,T-04-06,NULL,,,23,,,T区,展鹿赠品物料仓库,2209
2218,T-05-05,01:56.8,,,23,,,T区,展鹿赠品物料仓库,2218
2225,V-09-03,47:28.3,NULL,NULL,32,NULL,NULL,V区,展鹿主仓库,2225
2232,X2-2,59:21.7,NULL,NULL,29,NULL,NULL,X区,展鹿主仓库,0
2234,W15-10,59:21.8,NULL,NULL,28,NULL,NULL,W区,展鹿主仓库,0
2241,V8-15,59:21.8,NULL,NULL,32,NULL,NULL,V区,展鹿主仓库,0
2243,W2-15,59:21.8,NULL,NULL,28,NULL,NULL,W区,展鹿主仓库,0
2248,W4-16,59:21.9,NULL,NULL,28,NULL,NULL,W区,展鹿主仓库,0
2250,W3-14,59:21.9,NULL,NULL,28,NULL,NULL,W区,展鹿主仓库,0
2252,Y-14-09,58:24.2,NULL,NULL,30,NULL,NULL,Y区,展鹿主仓库,2252
2275,W-5-7,01:05.1,NULL,NULL,28,NULL,NULL,W区,展鹿主仓库,0
2277,W-2-11,01:05.1,NULL,NULL,28,NULL,NULL,W区,展鹿主仓库,0
2282,S-04-05,24:48.7,NULL,NULL,26,NULL,NULL,S区,展鹿包场破损仓库,0
2284,S-07-01,25:36.9,NULL,NULL,26,NULL,NULL,S区,展鹿包场破损仓库,2284
2291,T-12-02,32:03.8,,,23,,,T区,展鹿赠品物料仓库,2291
2293,T-12-05,32:03.8,,,23,,,T区,展鹿赠品物料仓库,2293
2298,T-13-01,32:03.9,,展鹿楼下,23,,,T区,展鹿赠品物料仓库,2298
2300,T-13-03,32:03.9,,,23,,,T区,展鹿赠品物料仓库,0
2302,T-19-02,01:19.8,,,23,,,T区,展鹿赠品物料仓库,0
2307,T-14-03,27:53.1,,,23,,,T区,展鹿赠品物料仓库,0
2309,T-14-05,27:53.2,,,23,,,T区,展鹿赠品物料仓库,2309
2316,T-10-03,NULL,,,23,,,T区,展鹿赠品物料仓库,2316
2318,T-10-05,NULL,,,23,,,T区,展鹿赠品物料仓库,2318
2325,T-11-03,NULL,,,23,,,T区,展鹿赠品物料仓库,2325
2327,T-11-05,NULL,,,23,,,T区,展鹿赠品物料仓库,2327
2332,T-16-01,NULL,,,23,,,T区,展鹿赠品物料仓库,0
2334,T-13-04,NULL,,,23,,,T区,展鹿赠品物料仓库,0
2341,T-08-06,30:48.7,,,23,,,T区,展鹿赠品物料仓库,2341
2343,T-08-08,30:48.7,,,23,,,T区,展鹿赠品物料仓库,2343
2350,T-09-07,30:48.8,,,23,,,T区,展鹿赠品物料仓库,2350
2352,T-15-07,NULL,,,23,,,T区,展鹿赠品物料仓库,0
2357,T-15-08,22:38.9,,,23,,,T区,展鹿赠品物料仓库,0
2359,T-16-03,50:42.5,,,23,,,T区,展鹿赠品物料仓库,0
2366,T-18-02,58:28.7,,,23,,,T区,展鹿赠品物料仓库,0
2368,T-18-04,58:28.7,,,23,,,T区,展鹿赠品物料仓库,0
2375,T-19-01,47:59.3,,,23,,,T区,展鹿赠品物料仓库,2375
2377,T-19-05,47:59.4,,,23,,,T区,展鹿赠品物料仓库,0
2382,X -10-02,02:32.6,,,29,,,X区,展鹿主仓库,0
2384,W11-13,53:02.4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0
2391,u-05-04,34:05.5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2391
